"date","bedrooms","bathrooms","sqft_living","floors","view","grade","sqft_above","sqft_basement","lat","long","sqft_living15","price"
2014-11-13,4,2.25,2550,2,0,9,2550,0,47.5623,-122.109,2550,703770
2014-08-14,3,1.75,1320,1,0,7,1320,0,47.2844,-122.216,1680,249950
2015-04-28,2,2,1270,1,0,6,610,660,47.6694,-122.298,1370,512000
2015-05-06,5,2.5,3480,1,0,8,1980,1500,47.4961,-122.063,2610,780000
2014-07-16,3,2.25,2820,2,0,8,2820,0,47.2621,-122.218,2290,336000
2014-08-22,3,2,2110,1.5,0,6,1220,890,47.504,-122.26,1350,285000
2014-10-21,3,1.75,1100,1,0,7,1100,0,47.3717,-122.277,1700,229900
2015-04-15,4,3,1920,1.5,0,8,1540,380,47.5718,-122.385,1660,667500
2014-06-20,4,2.5,1890,1,0,7,1230,660,47.4491,-121.78,1390,378000
2014-09-05,3,2.5,2530,2,0,8,1530,1000,47.46,-121.708,1730,454000
2014-05-08,4,2.5,2550,2,0,7,2550,0,47.5928,-122.004,2550,537500
2014-09-03,3,1,1550,1.5,0,6,1550,0,47.5387,-122.265,1590,425000
2014-11-24,3,2,1760,1,0,7,1760,0,47.3836,-122.184,2590,290000
2014-07-01,3,2,1270,1,0,7,1270,0,47.6099,-122.297,1660,349500
2014-12-02,3,2.75,1250,2,0,7,830,420,47.5554,-122.382,1520,370000
2015-03-09,3,1.75,1620,1,0,8,1620,0,47.703,-122.281,2040,549500
2015-01-30,2,1,710,1,0,6,710,0,47.5165,-122.376,740,245000
2014-07-29,3,1.75,1070,1,0,7,1070,0,47.3134,-122.023,1480,208000
2014-12-20,4,2.25,2320,1,0,8,1160,1160,47.3627,-122.285,1970,248000
2014-10-03,4,3.25,5450,1.5,0,9,5450,0,47.351,-122.087,2800,610000
2015-04-01,4,2.5,1670,2,0,8,1670,0,47.7667,-122.33,1910,550000
2014-10-28,3,2.75,3010,2,2,10,3010,0,47.4881,-121.721,1580,750000
2014-10-30,2,1.75,1340,1,0,6,1340,0,47.4785,-122.229,1980,192000
2015-02-18,2,1,790,1,2,7,790,0,47.6248,-122.301,1700,169317
2014-10-29,2,1,1530,1.5,0,7,1530,0,47.6325,-122.303,2640,880000
2014-06-17,1,1,930,1,0,6,930,0,47.7234,-122.333,1300,210000
2015-01-07,3,1.5,1540,1,0,7,1010,530,47.4676,-122.184,1600,180500
2014-07-28,4,2,1990,2,0,9,1990,0,47.6471,-122.057,2310,540000
2014-06-24,3,1.75,2300,1,0,9,2300,0,47.7455,-122.112,2600,520000
2014-06-26,3,1.5,1220,1,0,7,1220,0,47.4904,-122.222,1660,177500
2014-11-05,3,1.75,2380,1,2,8,1190,1190,47.5119,-122.255,2350,415000
2014-09-09,4,2.5,2020,1,0,7,1010,1010,47.7289,-122.201,1620,495000
2015-03-04,3,2.25,1890,1,0,8,1890,0,47.4838,-122.299,1580,325000
2015-02-20,2,1.75,1330,1,0,7,1330,0,47.6819,-122.161,1470,440000
2014-07-23,3,1.75,1490,1,0,7,1190,300,47.7626,-122.297,1840,411000
2014-10-29,5,3.5,3550,2,0,9,2550,1000,47.5484,-122.269,2030,810000
2014-10-16,5,1.75,2040,1,2,7,1020,1020,47.588,-122.118,1950,561750
2014-07-22,4,2.5,2380,1,0,9,2380,0,47.5984,-122.176,2900,835100
2014-09-01,3,2.25,1780,1,0,8,1450,330,47.7286,-122.168,1950,450000
2014-11-04,3,2.5,1650,2,0,7,1650,0,47.4328,-122.196,1460,238000
2014-12-05,3,1,1510,1,0,7,1510,0,47.3192,-122.287,1330,299000
2014-10-17,2,1,1100,1,0,7,1100,0,47.6446,-122.403,1250,570000
2014-06-04,3,1.75,2190,2,0,8,2190,0,47.3845,-122.154,3110,340000
2015-04-29,2,1.75,1760,1.5,0,6,1040,720,47.5803,-122.393,1380,450000
2014-09-10,4,1.5,1800,1,0,7,1330,470,47.4982,-122.345,1780,272750
2014-07-24,4,2,2000,2,0,6,1860,140,47.6956,-122.303,1600,520000
2014-06-18,3,1,990,1,0,7,990,0,47.4887,-122.133,1460,284950
2015-04-24,2,1.5,1480,1,0,7,1480,0,47.4577,-122.289,1990,255000
2014-11-12,2,1,1200,1,0,7,1200,0,47.4832,-122.299,1200,231500
2014-12-10,1,2,3000,2.5,2,8,3000,0,47.6331,-121.945,2330,415000
2015-01-05,4,2.5,3504,2,0,7,3504,0,47.3012,-122.285,2790,330000
2014-05-28,3,1.5,1300,1,0,7,1300,0,47.737,-122.243,2040,365000
2014-10-07,4,2,1330,1.5,0,7,1330,0,47.401,-122.319,1770,425000
2014-11-04,4,1.75,1850,1,0,7,1120,730,47.5525,-122.313,1610,4e+05
2014-09-22,4,2.5,2240,2,0,9,2240,0,47.3086,-122.392,2240,335000
2014-09-30,3,3,1260,2,0,7,1040,220,47.5943,-122.296,1780,342000
2014-12-04,8,5,2800,2,0,8,1880,920,47.6086,-122.303,1800,490000
2014-11-06,4,1.75,1820,1,0,7,1820,0,47.4757,-122.148,1440,331500
2015-03-30,3,2.5,1730,3,4,8,1730,0,47.645,-122.084,2340,960000
2014-07-09,4,2.5,3350,2,0,9,3350,0,47.6506,-122.036,2620,720500
2014-08-20,3,2.5,3370,2,2,8,2840,530,47.5442,-122.38,1500,830000
2014-05-23,3,1.75,1240,1.5,0,7,1240,0,47.5797,-122.405,1660,662990
2015-03-30,4,2,2340,1.5,0,6,2340,0,47.3578,-122.178,990,220000
2015-01-08,5,2,1880,1,0,7,940,940,47.5536,-122.283,1350,349950
2015-01-07,3,2,1810,1,0,7,1010,800,47.6273,-122.345,1810,550000
2014-09-15,3,1.75,2340,1,0,6,1200,1140,47.5588,-122.364,860,396000
2015-01-16,4,1.5,2820,2,0,7,2820,0,47.6638,-122.348,1470,635000
2014-11-18,3,1,1020,1,0,7,1020,0,47.7198,-122.352,1440,293000
2014-07-11,3,2.25,2090,1,0,7,1290,800,47.4654,-122.174,1820,339000
2014-06-30,4,2.25,1830,2,0,7,1830,0,47.3679,-122.179,1870,285000
2014-07-10,6,2.75,2980,1.5,0,7,2480,500,47.6684,-122.331,1470,775000
2014-06-26,4,1.5,1600,1,0,7,1600,0,47.3107,-122.212,1540,224000
2014-07-01,3,1,1200,1,0,7,1200,0,47.2043,-122.008,1210,165050
2014-10-27,3,1.25,1230,1.5,0,7,1230,0,47.5301,-122.271,1310,275000
2014-09-11,5,3,2930,1,0,7,1750,1180,47.5572,-122.281,1400,445000
2015-04-01,3,2.25,2370,1,0,8,1930,440,47.771,-122.099,2900,510000
2014-10-29,3,1.5,1610,1,0,7,1060,550,47.7674,-122.31,1540,390000
2014-05-13,3,2.25,2350,1,0,8,1390,960,47.7433,-122.259,2250,460000
2015-03-27,3,1.75,2000,1,0,8,2000,0,47.6001,-122.178,2620,7e+05
2014-06-22,4,3.5,3530,2,1,10,2570,960,47.7073,-122.244,3170,874150
2014-07-31,3,2.25,2220,2,0,8,2220,0,47.7635,-122.286,2420,470000
2014-05-21,3,1.75,2000,1,0,6,2000,0,47.697,-122.175,1440,374000
2014-07-17,2,1.75,1210,1.5,0,7,1210,0,47.4599,-122.45,2020,510000
2014-07-11,2,2.5,1140,3,0,8,1140,0,47.6713,-122.383,1220,467000
2014-06-16,4,2.5,2440,2,0,8,2440,0,47.7386,-122.238,2480,576000
2014-05-30,3,2,1560,1,0,6,1560,0,47.2804,-122.251,1120,196440
2014-12-31,4,2.5,3210,2,0,10,3210,0,47.709,-122.073,3330,825000
2015-04-08,2,1,930,1,0,7,930,0,47.7242,-122.161,1370,281000
2014-08-12,3,2.5,1782,3,0,7,1782,0,47.7114,-122.301,1550,326000
2015-04-10,3,1.75,1740,1,0,7,1740,0,47.3583,-121.927,1576,340000
2014-12-08,5,1.75,3690,1,0,9,1890,1800,47.3473,-122.085,2680,440000
2014-05-22,4,2.5,2930,2,0,9,2930,0,47.5937,-122.047,2930,749000
2015-02-27,4,1,1230,1.5,0,7,1230,0,47.7269,-122.24,1490,340000
2014-05-06,3,2,2000,2,0,7,2000,0,47.5452,-122.393,1840,561000
2014-10-31,3,2.25,1520,1,0,7,1160,360,47.3605,-122.049,1530,270000
2014-06-20,2,1,1040,1,0,7,1040,0,47.619,-122.311,2250,6e+05
2014-05-05,4,1.5,1120,1,0,6,1120,0,47.3628,-122.087,1150,219900
2014-12-08,3,1.75,3020,2,0,8,3020,0,47.2662,-122.088,1890,617000
2014-09-04,3,2.25,1820,2,0,8,1820,0,47.7208,-122.236,1850,469000
2014-08-11,3,1,1370,1,0,7,1370,0,47.3058,-122.306,1768,229000
2014-08-05,3,1.5,1640,1,0,7,1290,350,47.7443,-122.327,1640,365000
2014-12-12,4,2.5,2650,2,0,9,2650,0,47.3477,-122.271,2730,429000
2014-12-08,4,2.5,2850,2,0,9,2850,0,47.7353,-121.973,2820,550000
2015-01-16,3,2.5,1820,1,0,7,1220,600,47.4582,-122.365,1870,453000
2014-06-17,3,1.5,1180,1,0,7,1180,0,47.2966,-122.374,1180,187500
2015-04-15,6,2.5,1880,1,0,7,1640,240,47.7556,-122.352,1510,520500
2015-02-04,3,1.75,1280,1,0,7,1280,0,47.4212,-122.199,1680,3e+05
2014-05-16,4,3.25,3120,2,0,9,2370,750,47.69,-122.299,2520,799000
2015-02-03,3,2.5,2470,2,0,8,2470,0,47.3438,-122.039,2500,338000
2014-05-14,3,1,1700,1.5,0,8,1700,0,47.612,-122.292,1610,8e+05
2014-08-25,2,2,1180,1,1,6,590,590,47.5275,-122.383,1350,360000
2014-07-28,6,2.5,2800,1,0,7,1400,1400,47.7735,-122.378,2290,442500
2015-03-27,4,1,1300,1,3,6,1300,0,47.2313,-122.023,2560,7e+05
2014-05-08,5,3,3040,1,0,9,1970,1070,47.5562,-122.22,3180,830000
2014-11-18,3,2.5,1630,2,0,8,1630,0,47.7574,-122.228,1700,360400
2014-11-21,3,1,1340,1,0,7,1340,0,47.5407,-122.177,1310,345000
2014-09-09,3,1.75,1830,1,0,7,1430,400,47.4774,-122.098,1320,3e+05
2014-09-04,3,1,1240,1,0,7,1240,0,47.5233,-122.185,1810,350000
2014-10-08,4,2,2500,1,0,7,1540,960,47.3708,-122.049,1960,368000
2014-06-23,3,1.75,1760,1,0,8,1760,0,47.3129,-122.369,2000,264000
2015-03-12,3,2,2660,1,0,9,2210,450,47.3689,-122.055,2660,435000
2014-06-04,3,1.5,2060,1.5,0,6,2060,0,47.4819,-122.223,2190,2e+05
2014-05-14,5,2.5,2540,2,0,8,1760,780,47.6848,-122.398,2000,620000
2014-12-09,3,1.75,1400,1,0,7,700,700,47.5283,-122.321,1030,337000
2014-05-28,4,2.5,2230,1,0,7,1450,780,47.5816,-122,1960,544500
2015-01-02,1,1,680,1,4,6,680,0,47.5832,-122.399,1010,252000
2014-06-05,4,2.5,2340,2,0,8,2340,0,47.535,-122.348,1730,445000
2014-07-25,3,2.25,2070,2,0,7,2070,0,47.4617,-122.07,1550,379500
2015-03-11,4,2,1910,1,0,6,910,1000,47.3084,-122.234,1060,189950
2014-06-02,3,1,950,1.5,0,6,950,0,47.609,-122.307,2130,469000
2014-06-11,5,2.75,2910,1,0,7,1510,1400,47.7201,-122.062,3210,6e+05
2014-11-07,3,2.5,2930,2,2,9,2930,0,47.5151,-122.12,3720,785000
2015-02-10,4,2.75,2610,2,0,8,2610,0,47.3747,-122.124,2390,372000
2015-02-25,5,3,3880,2,0,7,3880,0,47.4797,-122.179,2160,445000
2014-10-14,4,2.25,3320,2,0,8,2000,1320,47.4724,-122.014,3230,508000
2015-03-18,5,1.5,1940,2,0,8,1940,0,47.6845,-122.332,1750,780000
2015-03-16,4,2.25,2510,2,0,9,2510,0,47.753,-122.145,2440,541100
2015-01-05,4,2.5,2660,2,0,9,2660,0,47.5449,-121.995,3010,729000
2014-11-04,3,2,1710,1,2,7,1710,0,47.2207,-121.984,1700,397000
2014-05-15,2,1,1320,1,1,6,1320,0,47.5655,-122.394,1420,451555
2014-06-30,2,1,960,1,0,6,960,0,47.7341,-122.3,1160,3e+05
2015-04-07,3,2.5,1790,1,0,7,1190,600,47.5124,-122.16,1790,416000
2014-10-21,2,1,950,1,0,6,810,140,47.6698,-122.323,1510,490000
2015-01-29,6,3.75,2940,2,0,7,2940,0,47.5122,-122.385,1530,480000
2015-02-03,2,2,930,1,0,7,670,260,47.6518,-122.4,1780,368000
2014-09-18,3,2.5,4570,2,0,12,4570,0,47.5533,-122.097,3860,1038000
2015-01-20,3,2.5,2370,1,3,8,1570,800,47.4922,-122.365,2120,545000
2015-03-23,5,2.75,3430,2,0,10,3430,0,47.5678,-122.032,3430,850000
2014-12-04,4,3.5,3540,2,0,10,3540,0,47.473,-122.193,3310,550000
2015-02-17,3,2.25,2240,2,0,9,2240,0,47.6216,-122.032,2240,6e+05
2014-08-27,4,2.5,2710,1,0,8,1700,1010,47.7657,-122.29,2390,535000
2014-05-20,3,2.5,2660,2,0,8,2660,0,47.5487,-122.272,1840,599950
2014-07-18,5,2.75,2540,1,0,8,1540,1000,47.5593,-122.3,2510,531000
2014-06-05,4,2.25,2210,2,0,8,2210,0,47.5424,-122.168,1960,530000
2014-06-25,4,4,3570,2,0,10,2860,710,47.5784,-122.226,2230,597326
2015-04-29,4,2.5,3450,2,0,9,3450,0,47.7673,-122.1,2820,805000
2014-10-27,4,1.75,2330,1,0,8,2330,0,47.4568,-122.146,2180,390000
2014-05-19,4,2,1690,1.5,0,7,1550,140,47.6637,-122.346,1620,487250
2014-09-09,3,1.5,1030,1,0,7,1030,0,47.7654,-122.297,1750,301000
2014-09-26,4,2.5,1950,2,0,7,1950,0,47.4977,-122.226,1170,299000
2014-10-14,4,2.5,2350,2.5,0,7,2350,0,47.5305,-122.351,1120,4e+05
2014-12-01,4,2.5,3160,1,0,7,1880,1280,47.7368,-122.183,2070,467500
2015-02-20,4,2.5,2430,2,0,8,2430,0,47.2939,-122.368,2260,305000
2014-05-05,3,1,1340,1,0,5,1340,0,47.7534,-121.912,1800,210000
2015-04-28,3,1,1010,1,0,6,1010,0,47.6453,-121.912,1180,3e+05
2014-09-08,3,2.25,1770,1,0,8,1330,440,47.4464,-122.123,1910,327500
2014-08-05,3,2,1210,1,0,7,1210,0,47.3996,-122.203,1210,269000
2015-03-31,4,3.25,3330,1,2,9,1750,1580,47.652,-122.2,3340,975000
2014-12-10,3,1,1240,1,0,7,1060,180,47.7115,-122.355,1429,355000
2014-05-08,3,1,1250,1.5,0,7,1150,100,47.651,-122.341,1900,712000
2014-06-14,4,2.5,2960,2,0,10,2960,0,47.7319,-122.132,3900,883000
2014-08-15,2,1,840,1,0,6,840,0,47.3069,-122.013,1010,190000
2015-04-06,3,1.75,1530,1,0,7,1200,330,47.7768,-122.361,1530,443000
2014-05-09,4,3,3750,2,0,10,3750,0,47.6367,-122.059,2930,920000
2014-12-22,4,2.25,2150,1,0,7,1240,910,47.3045,-122.378,2050,285000
2015-04-23,4,3.25,1560,1,0,7,1560,0,47.5347,-122.38,1370,901000
2015-03-05,3,1.75,2040,1,0,7,1410,630,47.6592,-122.393,1360,552500
2015-03-03,2,1,860,1,0,6,860,0,47.5133,-122.356,1220,256000
2014-05-12,3,1.5,1720,1.5,0,7,1720,0,47.7535,-122.314,1590,341000
2015-03-26,4,2.25,2090,2,0,7,2090,0,47.4332,-122.167,1890,279000
2014-07-26,4,2.25,2130,2,0,8,2130,0,47.5567,-122.159,3380,686000
2014-05-23,2,1,1300,1.5,0,6,1300,0,47.3221,-121.903,820,225000
2014-06-27,2,1.75,1220,1,0,6,1220,0,47.2853,-122.265,1510,215500
2015-04-14,4,3,2420,1.5,0,7,1520,900,47.6453,-122.358,1090,950000
2014-11-05,4,2.5,2940,2,2,9,1870,1070,47.6214,-121.946,2940,503000
2015-01-22,3,2.5,2610,2,0,9,2610,0,47.6654,-122.137,2610,780000
2015-02-23,4,2,1880,1,0,6,980,900,47.495,-122.266,1670,212000
2014-07-29,4,2.75,2330,1.5,0,7,1710,620,47.7066,-122.359,2060,580000
2014-11-11,4,2.5,2200,2,0,7,2060,140,47.5726,-122.305,1660,465000
2014-11-19,4,2,1720,1,0,7,1720,0,47.2845,-122.25,1750,206000
2015-02-23,3,2.5,2250,2,0,9,2250,0,47.5613,-122.11,2440,615000
2014-07-19,4,1,1640,1.5,0,6,1640,0,47.5563,-122.28,1590,519000
2014-08-08,5,2.5,2600,2,0,7,2600,0,47.4324,-122.145,2180,330000
2015-05-06,4,1.5,1920,1,0,8,1920,0,47.4961,-122.235,2020,240000
2014-11-07,3,2,2060,1,0,9,2060,0,47.5644,-122.012,2110,574000
2014-11-03,4,4.25,5710,2,0,11,5710,0,47.3065,-122.158,4060,930000
2014-07-14,4,3,2720,2,0,8,2720,0,47.6749,-122.002,2140,850000
2014-12-12,3,1.5,1490,1,0,7,1090,400,47.7148,-122.213,1420,415000
2014-11-18,3,2.5,2360,1,0,7,1340,1020,47.7076,-122.337,1520,480000
2014-07-21,5,1,1940,1,0,7,1940,0,47.4407,-122.275,1380,3e+05
2014-07-08,4,2.25,2570,2,0,8,2570,0,47.764,-122.167,1950,439000
2015-03-27,3,1,1160,1,0,7,1160,0,47.7507,-122.237,1800,450000
2015-04-26,3,2.5,2660,1,0,8,2660,0,47.6042,-121.956,2660,589000
2015-04-07,3,2.25,1260,2,0,7,1260,0,47.5459,-121.997,1630,477000
2014-09-24,4,2.25,1780,1,0,8,1310,470,47.6955,-122.287,1780,587500
2015-04-13,4,2.25,2690,2,0,9,1890,800,47.612,-122.064,2670,7e+05
2014-06-23,2,1,1180,1,0,6,1180,0,47.7477,-122.342,1070,275000
2014-06-24,3,1,1660,1,0,7,1160,500,47.7563,-122.075,1320,367500
2015-05-05,4,2.5,2260,2,0,7,2260,0,47.7235,-121.958,2300,453250
2015-04-17,5,1.75,1910,1,0,8,1390,520,47.5333,-122.392,1820,607000
2014-07-02,4,2,2430,1,0,7,1430,1000,47.4979,-122.232,2430,255000
2015-05-01,2,2,1300,1,0,7,770,530,47.6831,-122.373,1160,501000
2015-03-31,3,1,1060,1,0,7,910,150,47.5784,-122.393,1480,450000
2014-08-20,3,2.25,2200,2,0,8,2200,0,47.4522,-122.208,2170,360000
2014-11-14,4,1.75,1720,1.5,0,7,1040,680,47.5654,-122.384,1570,460000
2015-03-03,3,1.75,2360,1,0,7,1180,1180,47.6738,-122.281,1880,753000
2015-05-06,2,1,820,1,1,6,820,0,47.5294,-122.386,1550,389950
2014-05-06,2,1,1030,1,0,7,1030,0,47.681,-122.361,1400,469000
2014-09-12,4,1.75,2030,2,4,9,1730,300,47.5071,-122.387,2320,550000
2014-09-04,5,3.5,2700,1.5,2,6,1950,750,47.7172,-122.349,2160,565000
2014-05-21,2,1.75,1100,1,0,6,1100,0,47.4136,-122.318,1230,189650
2014-08-20,3,1.75,1340,1,0,7,1340,0,47.3651,-122.044,1690,260000
2014-06-01,3,1.75,1790,1,0,7,1040,750,47.3945,-122.313,1840,243000
2014-12-01,4,2.5,3830,1,4,9,2030,1800,47.5671,-122.157,3460,1100000
2014-08-20,3,1.5,1580,1,0,7,1080,500,47.2761,-122.152,1580,249000
2014-05-16,2,1,2020,1,3,7,1700,320,47.506,-122.384,2020,720000
2015-03-25,4,2.5,3330,2,0,10,3330,0,47.5526,-122.102,3360,905000
2015-04-23,4,2.5,2610,1.5,0,7,1610,1000,47.6848,-122.326,1820,824500
2014-06-24,4,2.75,2610,1,0,8,1760,850,47.5875,-122.229,2550,762500
2015-04-13,3,2.5,1740,3,2,8,1740,0,47.589,-122.387,1740,580000
2014-08-18,3,2,1840,1,0,8,1840,0,47.4626,-122.132,2190,380000
2015-04-01,3,1.75,1080,1,0,7,880,200,47.6503,-122.338,1780,805000
2014-07-16,4,1.75,1240,1.5,0,7,1240,0,47.6892,-122.378,1260,520000
2014-05-14,2,1,1170,1,2,6,1170,0,47.4017,-122.321,1380,175000
2014-06-16,4,2.25,1760,2,0,7,1760,0,47.4248,-122.158,1860,353500
2015-01-02,4,2.5,2230,1,1,8,1400,830,47.4285,-122.345,2570,5e+05
2015-02-11,3,1.75,1520,1,0,7,1140,380,47.7167,-122.17,1380,386500
2014-07-16,2,1,1450,1,0,7,850,600,47.5293,-122.272,1190,210000
2015-04-23,3,2.5,1600,1,0,7,940,660,47.7679,-122.308,1600,439500
2014-08-13,5,2.5,3220,2,0,8,3220,0,47.3717,-122.104,2740,315000
2014-05-19,4,2.5,1830,2,0,7,1830,0,47.3576,-122.016,1830,339000
2014-09-24,4,2.25,2200,1,0,8,1430,770,47.5653,-122.146,2420,655000
2014-08-28,2,2.5,2170,1,0,8,2170,0,47.7161,-122.014,2170,740000
2015-03-06,5,2.5,1900,2,0,7,1900,0,47.6273,-122.123,1900,685000
2015-03-10,5,2.5,2960,1,0,7,1480,1480,47.5866,-122.171,1900,550000
2014-06-02,2,1.75,1710,2,0,7,1330,380,47.5319,-122.386,1530,405000
2015-04-16,4,2.25,2620,1,3,9,1430,1190,47.584,-122.077,2620,765000
2015-03-04,3,2,2140,2,0,8,1680,460,47.5846,-122.383,2340,625000
2014-10-06,4,2.5,2100,1.5,0,6,2100,0,47.4787,-122.23,1340,207000
2015-03-12,4,2.5,2100,1.5,0,6,2100,0,47.4787,-122.23,1340,370000
2014-12-02,3,2.5,1460,1,0,8,1150,310,47.6955,-122.183,1550,475000
2014-08-29,2,1,990,1,0,7,990,0,47.7252,-122.331,1080,365000
2014-12-22,4,2.25,2190,1,0,7,1340,850,47.7367,-122.195,1560,411800
2014-07-21,5,3.5,3990,2,0,9,2710,1280,47.461,-122,3030,668000
2014-09-11,3,2.5,2340,2,0,9,2340,0,47.6059,-122.307,1820,618000
2014-12-26,4,2,2460,1,0,7,1230,1230,47.308,-122.209,1260,247500
2014-07-30,5,3,2080,1,0,7,1040,1040,47.5707,-122.394,1420,345000
2015-03-11,3,2,1700,2,2,7,1700,0,47.6825,-122.19,1820,616300
2015-01-16,3,1.5,1330,1,0,7,1330,0,47.7366,-122.319,1320,348000
2014-12-02,3,2.5,1630,1,0,7,1630,0,47.7508,-122.175,1770,425000
2014-06-14,5,2.75,2920,1,0,8,1660,1260,47.5133,-122.031,3910,850000
2014-07-17,5,2.75,2830,2,0,9,2830,0,47.5932,-122.058,3170,820000
2015-01-13,4,2.25,3190,2,0,10,3190,0,47.5933,-122.075,3190,832000
2014-12-03,3,1.75,1490,2,0,8,1490,0,47.6916,-122.214,3450,835000
2015-04-10,3,2.5,1630,2,0,8,1630,0,47.4913,-122.154,1420,350000
2014-07-22,4,2.5,2280,2,0,7,2280,0,47.4834,-122.182,2280,349000
2014-06-13,6,3.75,3010,2,0,9,2000,1010,47.6873,-122.333,1600,1125000
2015-03-09,3,2.5,1590,2,0,7,1590,0,47.4805,-122.178,1680,320000
2015-03-05,3,1,1250,1,0,7,1250,0,47.4169,-122.168,1010,150000
2014-11-25,3,1,1710,1,0,6,1310,400,47.506,-122.331,1200,340000
2014-10-13,4,4,3280,2,0,10,3280,0,47.5818,-121.973,3730,785500
2015-02-17,4,2.5,3362,2,0,8,3362,0,47.2592,-122.304,2770,410500
2014-07-01,3,2.5,2200,2,2,9,2200,0,47.5916,-122.112,2200,580000
2015-04-21,2,1.5,830,2,0,7,830,0,47.5998,-122.306,830,345000
2014-09-29,3,2.25,2160,1.5,0,7,1760,400,47.7297,-122.139,2540,550000
2014-10-21,4,3,2580,2,0,8,2580,0,47.4646,-122.15,2250,449500
2014-06-24,3,1,2150,1,0,6,2150,0,47.7615,-122.362,1720,3e+05
2014-11-11,4,2.5,3510,2,0,10,3510,0,47.6671,-122.057,2890,915000
2014-05-28,4,2.75,2020,1,0,8,1010,1010,47.6053,-122.291,1840,599000
2014-05-05,4,2.5,2120,1,0,7,1620,500,47.5858,-122.17,1570,755000
2015-04-02,3,1,1250,1,0,7,1250,0,47.7323,-122.304,1300,4e+05
2015-03-30,3,1,980,1,0,7,980,0,47.3737,-122.312,1470,133000
2015-01-16,4,1.5,1250,1,0,7,960,290,47.7505,-122.315,1560,330000
2015-02-18,4,1,1100,1.5,0,6,1100,0,47.4868,-122.204,1560,330000
2014-09-05,3,1.75,1330,1,0,6,710,620,47.7231,-122.301,1690,375000
2014-12-11,4,2.75,2560,1,0,7,1500,1060,47.7278,-122.177,2280,485000
2014-07-22,4,2.5,1850,1.5,0,7,1210,640,47.6264,-122.062,1650,470000
2014-12-21,4,3,2790,2,0,8,1880,910,47.6362,-122.363,1360,1045000
2014-07-07,4,1,1660,1.5,0,7,1260,400,47.6918,-122.32,1360,548800
2014-07-08,2,1,1080,1,0,6,720,360,47.5595,-122.317,1250,315000
2014-09-19,3,2,3030,1,1,7,2100,930,47.5289,-122.391,1990,590000
2014-05-23,4,2.5,2380,2,0,7,2380,0,47.4873,-122.144,2330,439950
2014-06-03,3,1.75,2250,1,0,8,2250,0,47.3032,-122.123,1830,325000
2014-12-08,2,1,880,1,0,6,880,0,47.6997,-122.314,1370,4e+05
2014-12-11,4,2.5,2770,2,0,10,2770,0,47.6288,-122.043,2730,685000
2014-09-18,3,2,1340,1.5,0,7,1340,0,47.7756,-122.351,1420,339950
2014-10-23,3,1.75,1660,1,0,7,1660,0,47.4608,-122.358,1490,315000
2015-02-11,3,2.5,1710,2,0,7,1710,0,47.6968,-122.024,1600,411753
2014-08-28,2,1.75,1620,1,0,7,1040,580,47.5703,-122.385,1500,577000
2014-10-17,3,1.75,1530,1,0,8,1530,0,47.545,-122.171,2060,5e+05
2014-12-02,3,2,1440,1,0,7,1440,0,47.345,-122.283,1580,210000
2014-08-27,4,1.75,2020,1,0,7,2020,0,47.3413,-122.048,1940,640000
2015-04-17,4,1.75,1870,1,0,7,1870,0,47.7366,-122.35,1560,460000
2015-02-18,2,1,620,1,0,6,620,0,47.5286,-122.376,620,265000
2014-05-14,5,5,5774,1,2,11,4490,1284,47.3466,-122.323,3260,740000
2014-07-18,3,1,1240,1,0,6,1240,0,47.7681,-122.266,1760,230000
2015-02-17,3,1.75,1890,1,0,7,1460,430,47.3583,-122.056,1680,315000
2014-12-23,3,1.75,2410,1,0,8,1410,1000,47.7429,-122.056,2410,432000
2015-02-03,3,2.5,1530,2,0,8,1530,0,47.569,-122.007,1720,467000
2014-09-25,5,3.75,2800,1,0,7,2800,0,47.319,-122.344,1700,255000
2015-04-08,3,1.75,1460,1,2,7,1010,450,47.5311,-122.353,1400,316500
2015-04-03,4,2,1580,1,0,7,860,720,47.7659,-122.31,1580,190000
2014-05-16,3,2,1450,1.5,0,8,1450,0,47.6726,-122.381,1450,490000
2015-04-17,4,1.75,1990,1,0,7,1990,0,47.486,-122.129,1950,378000
2015-02-11,6,4,4470,3,3,9,3230,1240,47.4514,-122.273,1790,598800
2014-09-02,5,3,1980,1,0,7,1220,760,47.5173,-122.275,1970,333800
2014-05-29,4,2.5,2920,2,0,9,2920,0,47.5759,-121.995,1810,690000
2014-10-21,4,1.75,1660,1,0,6,830,830,47.56,-122.316,1780,320000
2014-07-21,3,1.5,1560,1,0,7,1560,0,47.6918,-122.163,1520,335000
2014-08-11,3,2.5,3050,1,0,8,3050,0,47.7034,-122.072,1970,840000
2014-07-14,4,2.75,3030,2,0,8,3030,0,47.4481,-122.338,3020,608250
2014-06-09,3,2.5,2260,2,0,7,2260,0,47.5922,-122.008,2770,550000
2015-04-22,3,1,1260,1,0,7,1260,0,47.3452,-122.308,1300,240000
2015-04-14,3,2.25,3370,2,2,9,3370,0,47.5573,-122.16,2690,998000
2014-08-29,3,1.75,1490,1,0,8,1490,0,47.3817,-122.166,1740,275000
2015-04-24,3,2.5,1570,1,0,7,1110,460,47.3386,-122.272,1470,284200
2014-09-05,5,2.5,4150,2,0,10,4150,0,47.6664,-122.045,3320,930800
